PROGRAM_LABEL,NAME,CODE,TOTAL_UNITS
S8 NC/SR,MI NEWAYGO COUNTY,26123,114
PH,MI OAKLAND COUNTY,26125,731
VO,MI OAKLAND COUNTY,26125,-1
MR,MI OAKLAND COUNTY,26125,-1
All HUD,MI OAKLAND COUNTY,26125,-1
S236,MI OAKLAND COUNTY,26125,1204
MF/Other,MI OAKLAND COUNTY,26125,4444
S8 NC/SR,MI OAKLAND COUNTY,26125,5249
PH,MI OCEANA COUNTY,26127,0
VO,MI OCEANA COUNTY,26127,-1
MR,MI OCEANA COUNTY,26127,-1
All HUD,MI OCEANA COUNTY,26127,-1
S8 NC/SR,MI OCEANA COUNTY,26127,79
S236,MI OCEANA COUNTY,26127,0
MF/Other,MI OCEANA COUNTY,26127,0
VO,MI OGEMAW COUNTY,26129,-1
PH,MI OGEMAW COUNTY,26129,0
MR,MI OGEMAW COUNTY,26129,-1
All HUD,MI OGEMAW COUNTY,26129,-1
S8 NC/SR,MI OGEMAW COUNTY,26129,51
S236,MI OGEMAW COUNTY,26129,0
MF/Other,MI OGEMAW COUNTY,26129,0
VO,MI ONTONAGON COUNTY,26131,-1
PH,MI ONTONAGON COUNTY,26131,60
MR,MI ONTONAGON COUNTY,26131,-1
All HUD,MI ONTONAGON COUNTY,26131,-1
S8 NC/SR,MI ONTONAGON COUNTY,26131,36
S236,MI ONTONAGON COUNTY,26131,0
MF/Other,MI ONTONAGON COUNTY,26131,0
PH,MI OSCEOLA COUNTY,26133,210
VO,MI OSCEOLA COUNTY,26133,-1
MR,MI OSCEOLA COUNTY,26133,-1
All HUD,MI OSCEOLA COUNTY,26133,-1
S236,MI OSCEOLA COUNTY,26133,0
S8 NC/SR,MI OSCEOLA COUNTY,26133,0
MF/Other,MI OSCEOLA COUNTY,26133,0
PH,MI OSCODA COUNTY,26135,0
VO,MI OSCODA COUNTY,26135,-1
MR,MI OSCODA COUNTY,26135,-1
All HUD,MI OSCODA COUNTY,26135,-1
S236,MI OSCODA COUNTY,26135,0
MF/Other,MI OSCODA COUNTY,26135,0
S8 NC/SR,MI OSCODA COUNTY,26135,61
PH,MI OTSEGO COUNTY,26137,0
VO,MI OTSEGO COUNTY,26137,-1
MR,MI OTSEGO COUNTY,26137,-1
All HUD,MI OTSEGO COUNTY,26137,-1
S8 NC/SR,MI OTSEGO COUNTY,26137,96
S236,MI OTSEGO COUNTY,26137,0
MF/Other,MI OTSEGO COUNTY,26137,0
PH,MI OTTAWA COUNTY,26139,0
VO,MI OTTAWA COUNTY,26139,-1
MR,MI OTTAWA COUNTY,26139,-1
All HUD,MI OTTAWA COUNTY,26139,-1
S8 NC/SR,MI OTTAWA COUNTY,26139,712
S236,MI OTTAWA COUNTY,26139,0
MF/Other,MI OTTAWA COUNTY,26139,0
PH,MI PRESQUE ISLE COUNTY,26141,39
VO,MI PRESQUE ISLE COUNTY,26141,-1
MR,MI PRESQUE ISLE COUNTY,26141,-1
All HUD,MI PRESQUE ISLE COUNTY,26141,-1
S8 NC/SR,MI PRESQUE ISLE COUNTY,26141,164
S236,MI PRESQUE ISLE COUNTY,26141,0
MF/Other,MI PRESQUE ISLE COUNTY,26141,0
PH,MI ROSCOMMON COUNTY,26143,0
VO,MI ROSCOMMON COUNTY,26143,-1
MR,MI ROSCOMMON COUNTY,26143,-1
All HUD,MI ROSCOMMON COUNTY,26143,-1
S236,MI ROSCOMMON COUNTY,26143,0
MF/Other,MI ROSCOMMON COUNTY,26143,0
S8 NC/SR,MI ROSCOMMON COUNTY,26143,32
PH,MI SAGINAW COUNTY,26145,626
VO,MI SAGINAW COUNTY,26145,-1
MR,MI SAGINAW COUNTY,26145,-1
All HUD,MI SAGINAW COUNTY,26145,-1
S236,MI SAGINAW COUNTY,26145,200
MF/Other,MI SAGINAW COUNTY,26145,467
S8 NC/SR,MI SAGINAW COUNTY,26145,1246
VO,MI ST. CLAIR COUNTY,26147,-1
PH,MI ST. CLAIR COUNTY,26147,706
MR,MI ST. CLAIR COUNTY,26147,-1
All HUD,MI ST. CLAIR COUNTY,26147,-1
S8 NC/SR,MI ST. CLAIR COUNTY,26147,425
S236,MI ST. CLAIR COUNTY,26147,0
MF/Other,MI ST. CLAIR COUNTY,26147,293
VO,MI ST. JOSEPH COUNTY,26149,-1
PH,MI ST. JOSEPH COUNTY,26149,71
MR,MI ST. JOSEPH COUNTY,26149,-1
All HUD,MI ST. JOSEPH COUNTY,26149,-1
S8 NC/SR,MI ST. JOSEPH COUNTY,26149,321
S236,MI ST. JOSEPH COUNTY,26149,64
MF/Other,MI ST. JOSEPH COUNTY,26149,118
VO,MI SANILAC COUNTY,26151,-1
PH,MI SANILAC COUNTY,26151,0
MR,MI SANILAC COUNTY,26151,-1
All HUD,MI SANILAC COUNTY,26151,-1
S8 NC/SR,MI SANILAC COUNTY,26151,187
S236,MI SANILAC COUNTY,26151,16
MF/Other,MI SANILAC COUNTY,26151,16
PH,MI SCHOOLCRAFT COUNTY,26153,124
VO,MI SCHOOLCRAFT COUNTY,26153,-1
MR,MI SCHOOLCRAFT COUNTY,26153,-1
All HUD,MI SCHOOLCRAFT COUNTY,26153,-1
S236,MI SCHOOLCRAFT COUNTY,26153,0
S8 NC/SR,MI SCHOOLCRAFT COUNTY,26153,0
MF/Other,MI SCHOOLCRAFT COUNTY,26153,0
PH,MI SHIAWASSEE COUNTY,26155,0
VO,MI SHIAWASSEE COUNTY,26155,-1
MR,MI SHIAWASSEE COUNTY,26155,-1
All HUD,MI SHIAWASSEE COUNTY,26155,-1
S236,MI SHIAWASSEE COUNTY,26155,0
MF/Other,MI SHIAWASSEE COUNTY,26155,120
S8 NC/SR,MI SHIAWASSEE COUNTY,26155,344
PH,MI TUSCOLA COUNTY,26157,0
VO,MI TUSCOLA COUNTY,26157,-1
MR,MI TUSCOLA COUNTY,26157,-1
All HUD,MI TUSCOLA COUNTY,26157,-1
S8 NC/SR,MI TUSCOLA COUNTY,26157,100
S236,MI TUSCOLA COUNTY,26157,0
MF/Other,MI TUSCOLA COUNTY,26157,0
PH,MI VAN BUREN COUNTY,26159,252
VO,MI VAN BUREN COUNTY,26159,-1
MR,MI VAN BUREN COUNTY,26159,-1
All HUD,MI VAN BUREN COUNTY,26159,-1
S236,MI VAN BUREN COUNTY,26159,50
MF/Other,MI VAN BUREN COUNTY,26159,0
S8 NC/SR,MI VAN BUREN COUNTY,26159,66
PH,MI WASHTENAW COUNTY,26161,559
VO,MI WASHTENAW COUNTY,26161,-1
MR,MI WASHTENAW COUNTY,26161,-1
All HUD,MI WASHTENAW COUNTY,26161,-1
S236,MI WASHTENAW COUNTY,26161,445
MF/Other,MI WASHTENAW COUNTY,26161,1928
S8 NC/SR,MI WASHTENAW COUNTY,26161,1407
PH,MI WAYNE COUNTY,26163,7739
VO,MI WAYNE COUNTY,26163,-1
MR,MI WAYNE COUNTY,26163,-1
All HUD,MI WAYNE COUNTY,26163,-1
MF/Other,MI WAYNE COUNTY,26163,10018
S8 NC/SR,MI WAYNE COUNTY,26163,11208
S236,MI WAYNE COUNTY,26163,3332
PH,MI WEXFORD COUNTY,26165,125
VO,MI WEXFORD COUNTY,26165,-1
MR,MI WEXFORD COUNTY,26165,-1
All HUD,MI WEXFORD COUNTY,26165,-1
MF/Other,MI WEXFORD COUNTY,26165,0
S8 NC/SR,MI WEXFORD COUNTY,26165,289
S236,MI WEXFORD COUNTY,26165,0
PH,MI NO COUNTY CODE,26999,0
VO,MI NO COUNTY CODE,26999,-1
MR,MI NO COUNTY CODE,26999,-1
All HUD,MI NO COUNTY CODE,26999,-1
S8 NC/SR,MI NO COUNTY CODE,26999,0
S236,MI NO COUNTY CODE,26999,0
MF/Other,MI NO COUNTY CODE,26999,0
PH,MN AITKIN COUNTY,27001,145
VO,MN AITKIN COUNTY,27001,-1
MR,MN AITKIN COUNTY,27001,-1
All HUD,MN AITKIN COUNTY,27001,-1
S8 NC/SR,MN AITKIN COUNTY,27001,72
S236,MN AITKIN COUNTY,27001,0
MF/Other,MN AITKIN COUNTY,27001,0
PH,MN ANOKA COUNTY,27003,227
VO,MN ANOKA COUNTY,27003,-1
MR,MN ANOKA COUNTY,27003,-1
All HUD,MN ANOKA COUNTY,27003,-1
S8 NC/SR,MN ANOKA COUNTY,27003,927
S236,MN ANOKA COUNTY,27003,66
MF/Other,MN ANOKA COUNTY,27003,248
PH,MN BECKER COUNTY,27005,116
VO,MN BECKER COUNTY,27005,-1
MR,MN BECKER COUNTY,27005,-1
All HUD,MN BECKER COUNTY,27005,-1
S8 NC/SR,MN BECKER COUNTY,27005,114
S236,MN BECKER COUNTY,27005,0
MF/Other,MN BECKER COUNTY,27005,94
PH,MN BELTRAMI COUNTY,27007,120
VO,MN BELTRAMI COUNTY,27007,-1
MR,MN BELTRAMI COUNTY,27007,-1
All HUD,MN BELTRAMI COUNTY,27007,-1
MF/Other,MN BELTRAMI COUNTY,27007,28
S236,MN BELTRAMI COUNTY,27007,60
S8 NC/SR,MN BELTRAMI COUNTY,27007,193
PH,MN BENTON COUNTY,27009,126
VO,MN BENTON COUNTY,27009,-1
MR,MN BENTON COUNTY,27009,-1
All HUD,MN BENTON COUNTY,27009,-1
S8 NC/SR,MN BENTON COUNTY,27009,221
S236,MN BENTON COUNTY,27009,0
MF/Other,MN BENTON COUNTY,27009,88
PH,MN BIG STONE COUNTY,27011,59
VO,MN BIG STONE COUNTY,27011,-1
MR,MN BIG STONE COUNTY,27011,-1
All HUD,MN BIG STONE COUNTY,27011,-1
S8 NC/SR,MN BIG STONE COUNTY,27011,12
S236,MN BIG STONE COUNTY,27011,0
MF/Other,MN BIG STONE COUNTY,27011,0
PH,MN BLUE EARTH COUNTY,27013,247
VO,MN BLUE EARTH COUNTY,27013,-1
MR,MN BLUE EARTH COUNTY,27013,-1
All HUD,MN BLUE EARTH COUNTY,27013,-1
S8 NC/SR,MN BLUE EARTH COUNTY,27013,433
S236,MN BLUE EARTH COUNTY,27013,0
MF/Other,MN BLUE EARTH COUNTY,27013,0
PH,MN BROWN COUNTY,27015,99
VO,MN BROWN COUNTY,27015,-1
MR,MN BROWN COUNTY,27015,-1
All HUD,MN BROWN COUNTY,27015,-1
S8 NC/SR,MN BROWN COUNTY,27015,118
S236,MN BROWN COUNTY,27015,60
MF/Other,MN BROWN COUNTY,27015,137
PH,MN CARLTON COUNTY,27017,140
VO,MN CARLTON COUNTY,27017,-1
MR,MN CARLTON COUNTY,27017,-1
All HUD,MN CARLTON COUNTY,27017,-1
S236,MN CARLTON COUNTY,27017,50
MF/Other,MN CARLTON COUNTY,27017,0
S8 NC/SR,MN CARLTON COUNTY,27017,162
VO,MN CARVER COUNTY,27019,-1
PH,MN CARVER COUNTY,27019,94
MR,MN CARVER COUNTY,27019,-1
All HUD,MN CARVER COUNTY,27019,-1
S236,MN CARVER COUNTY,27019,0
MF/Other,MN CARVER COUNTY,27019,0
S8 NC/SR,MN CARVER COUNTY,27019,259
PH,MN CASS COUNTY,27021,134
VO,MN CASS COUNTY,27021,-1
MR,MN CASS COUNTY,27021,-1
All HUD,MN CASS COUNTY,27021,-1
S8 NC/SR,MN CASS COUNTY,27021,98
S236,MN CASS COUNTY,27021,0
MF/Other,MN CASS COUNTY,27021,0
VO,MN CHIPPEWA COUNTY,27023,-1
PH,MN CHIPPEWA COUNTY,27023,62
MR,MN CHIPPEWA COUNTY,27023,-1
All HUD,MN CHIPPEWA COUNTY,27023,-1
S8 NC/SR,MN CHIPPEWA COUNTY,27023,70
S236,MN CHIPPEWA COUNTY,27023,0
MF/Other,MN CHIPPEWA COUNTY,27023,99
PH,MN CHISAGO COUNTY,27025,30
VO,MN CHISAGO COUNTY,27025,-1
MR,MN CHISAGO COUNTY,27025,-1
All HUD,MN CHISAGO COUNTY,27025,-1
S8 NC/SR,MN CHISAGO COUNTY,27025,170
S236,MN CHISAGO COUNTY,27025,0
MF/Other,MN CHISAGO COUNTY,27025,0
PH,MN CLAY COUNTY,27027,232
VO,MN CLAY COUNTY,27027,-1
MR,MN CLAY COUNTY,27027,-1
All HUD,MN CLAY COUNTY,27027,-1
MF/Other,MN CLAY COUNTY,27027,0
S236,MN CLAY COUNTY,27027,0
S8 NC/SR,MN CLAY COUNTY,27027,359
VO,MN CLEARWATER COUNTY,27029,-1
PH,MN CLEARWATER COUNTY,27029,35
MR,MN CLEARWATER COUNTY,27029,-1
All HUD,MN CLEARWATER COUNTY,27029,-1
S8 NC/SR,MN CLEARWATER COUNTY,27029,68
S236,MN CLEARWATER COUNTY,27029,0
MF/Other,MN CLEARWATER COUNTY,27029,0
VO,MN COOK COUNTY,27031,-1
PH,MN COOK COUNTY,27031,0
MR,MN COOK COUNTY,27031,-1
All HUD,MN COOK COUNTY,27031,-1
S8 NC/SR,MN COOK COUNTY,27031,31
S236,MN COOK COUNTY,27031,0
MF/Other,MN COOK COUNTY,27031,24
PH,MN COTTONWOOD COUNTY,27033,132
VO,MN COTTONWOOD COUNTY,27033,-1
MR,MN COTTONWOOD COUNTY,27033,-1
All HUD,MN COTTONWOOD COUNTY,27033,-1
S8 NC/SR,MN COTTONWOOD COUNTY,27033,48
S236,MN COTTONWOOD COUNTY,27033,52
MF/Other,MN COTTONWOOD COUNTY,27033,0
PH,MN CROW WING COUNTY,27035,286
VO,MN CROW WING COUNTY,27035,-1
MR,MN CROW WING COUNTY,27035,-1
All HUD,MN CROW WING COUNTY,27035,-1
S8 NC/SR,MN CROW WING COUNTY,27035,259
S236,MN CROW WING COUNTY,27035,60
MF/Other,MN CROW WING COUNTY,27035,25
PH,MN DAKOTA COUNTY,27037,622
VO,MN DAKOTA COUNTY,27037,-1
MR,MN DAKOTA COUNTY,27037,-1
All HUD,MN DAKOTA COUNTY,27037,-1
S236,MN DAKOTA COUNTY,27037,402
MF/Other,MN DAKOTA COUNTY,27037,307
S8 NC/SR,MN DAKOTA COUNTY,27037,561
PH,MN DODGE COUNTY,27039,38
VO,MN DODGE COUNTY,27039,-1
MR,MN DODGE COUNTY,27039,-1
All HUD,MN DODGE COUNTY,27039,-1
S236,MN DODGE COUNTY,27039,0
MF/Other,MN DODGE COUNTY,27039,0
S8 NC/SR,MN DODGE COUNTY,27039,109
VO,MN DOUGLAS COUNTY,27041,-1
PH,MN DOUGLAS COUNTY,27041,178
MR,MN DOUGLAS COUNTY,27041,-1
All HUD,MN DOUGLAS COUNTY,27041,-1
S8 NC/SR,MN DOUGLAS COUNTY,27041,113
S236,MN DOUGLAS COUNTY,27041,0
MF/Other,MN DOUGLAS COUNTY,27041,90
VO,MN FARIBAULT COUNTY,27043,-1
PH,MN FARIBAULT COUNTY,27043,56
MR,MN FARIBAULT COUNTY,27043,-1
All HUD,MN FARIBAULT COUNTY,27043,-1
S8 NC/SR,MN FARIBAULT COUNTY,27043,132
S236,MN FARIBAULT COUNTY,27043,0
MF/Other,MN FARIBAULT COUNTY,27043,0
PH,MN FILLMORE COUNTY,27045,0
VO,MN FILLMORE COUNTY,27045,-1
MR,MN FILLMORE COUNTY,27045,-1
All HUD,MN FILLMORE COUNTY,27045,-1
S8 NC/SR,MN FILLMORE COUNTY,27045,164
S236,MN FILLMORE COUNTY,27045,0
MF/Other,MN FILLMORE COUNTY,27045,0
VO,MN FREEBORN COUNTY,27047,-1
PH,MN FREEBORN COUNTY,27047,179
MR,MN FREEBORN COUNTY,27047,-1
All HUD,MN FREEBORN COUNTY,27047,-1
S236,MN FREEBORN COUNTY,27047,75
S8 NC/SR,MN FREEBORN COUNTY,27047,191
MF/Other,MN FREEBORN COUNTY,27047,0
VO,MN GOODHUE COUNTY,27049,-1
PH,MN GOODHUE COUNTY,27049,129
MR,MN GOODHUE COUNTY,27049,-1
All HUD,MN GOODHUE COUNTY,27049,-1
S236,MN GOODHUE COUNTY,27049,0
MF/Other,MN GOODHUE COUNTY,27049,96
S8 NC/SR,MN GOODHUE COUNTY,27049,331
VO,MN GRANT COUNTY,27051,-1
PH,MN GRANT COUNTY,27051,60
MR,MN GRANT COUNTY,27051,-1
All HUD,MN GRANT COUNTY,27051,-1
S8 NC/SR,MN GRANT COUNTY,27051,0
S236,MN GRANT COUNTY,27051,0
MF/Other,MN GRANT COUNTY,27051,0
VO,MN HENNEPIN COUNTY,27053,-1
PH,MN HENNEPIN COUNTY,27053,6304
MR,MN HENNEPIN COUNTY,27053,-1
All HUD,MN HENNEPIN COUNTY,27053,-1
S8 NC/SR,MN HENNEPIN COUNTY,27053,6573
S236,MN HENNEPIN COUNTY,27053,1177
MF/Other,MN HENNEPIN COUNTY,27053,3879
PH,MN HOUSTON COUNTY,27055,0
VO,MN HOUSTON COUNTY,27055,-1
MR,MN HOUSTON COUNTY,27055,-1
All HUD,MN HOUSTON COUNTY,27055,-1
S8 NC/SR,MN HOUSTON COUNTY,27055,149
S236,MN HOUSTON COUNTY,27055,0
MF/Other,MN HOUSTON COUNTY,27055,0
PH,MN HUBBARD COUNTY,27057,71
VO,MN HUBBARD COUNTY,27057,-1
MR,MN HUBBARD COUNTY,27057,-1
All HUD,MN HUBBARD COUNTY,27057,-1
S236,MN HUBBARD COUNTY,27057,0
MF/Other,MN HUBBARD COUNTY,27057,75
S8 NC/SR,MN HUBBARD COUNTY,27057,112
VO,MN ISANTI COUNTY,27059,-1
PH,MN ISANTI COUNTY,27059,77
MR,MN ISANTI COUNTY,27059,-1
All HUD,MN ISANTI COUNTY,27059,-1
S236,MN ISANTI COUNTY,27059,0
MF/Other,MN ISANTI COUNTY,27059,0
S8 NC/SR,MN ISANTI COUNTY,27059,102
VO,MN ITASCA COUNTY,27061,-1
PH,MN ITASCA COUNTY,27061,132
MR,MN ITASCA COUNTY,27061,-1
All HUD,MN ITASCA COUNTY,27061,-1
S8 NC/SR,MN ITASCA COUNTY,27061,284
S236,MN ITASCA COUNTY,27061,54
MF/Other,MN ITASCA COUNTY,27061,0
VO,MN JACKSON COUNTY,27063,-1
PH,MN JACKSON COUNTY,27063,74
MR,MN JACKSON COUNTY,27063,-1
All HUD,MN JACKSON COUNTY,27063,-1
S8 NC/SR,MN JACKSON COUNTY,27063,68
S236,MN JACKSON COUNTY,27063,0
MF/Other,MN JACKSON COUNTY,27063,0
VO,MN KANABEC COUNTY,27065,-1
PH,MN KANABEC COUNTY,27065,43
MR,MN KANABEC COUNTY,27065,-1
All HUD,MN KANABEC COUNTY,27065,-1
S8 NC/SR,MN KANABEC COUNTY,27065,77
S236,MN KANABEC COUNTY,27065,0
MF/Other,MN KANABEC COUNTY,27065,0
VO,MN KANDIYOHI COUNTY,27067,-1
PH,MN KANDIYOHI COUNTY,27067,174
MR,MN KANDIYOHI COUNTY,27067,-1
All HUD,MN KANDIYOHI COUNTY,27067,-1
S236,MN KANDIYOHI COUNTY,27067,78
S8 NC/SR,MN KANDIYOHI COUNTY,27067,187
MF/Other,MN KANDIYOHI COUNTY,27067,72
PH,MN KITTSON COUNTY,27069,24
VO,MN KITTSON COUNTY,27069,-1
MR,MN KITTSON COUNTY,27069,-1
All HUD,MN KITTSON COUNTY,27069,-1
S236,MN KITTSON COUNTY,27069,0
MF/Other,MN KITTSON COUNTY,27069,0
S8 NC/SR,MN KITTSON COUNTY,27069,93
PH,MN KOOCHICHING COUNTY,27071,80
VO,MN KOOCHICHING COUNTY,27071,-1
MR,MN KOOCHICHING COUNTY,27071,-1
All HUD,MN KOOCHICHING COUNTY,27071,-1
S8 NC/SR,MN KOOCHICHING COUNTY,27071,142
S236,MN KOOCHICHING COUNTY,27071,60
MF/Other,MN KOOCHICHING COUNTY,27071,0
PH,MN LAC QUI PARLE COUNTY,27073,38
VO,MN LAC QUI PARLE COUNTY,27073,-1
MR,MN LAC QUI PARLE COUNTY,27073,-1
All HUD,MN LAC QUI PARLE COUNTY,27073,-1
S236,MN LAC QUI PARLE COUNTY,27073,0
MF/Other,MN LAC QUI PARLE COUNTY,27073,35
S8 NC/SR,MN LAC QUI PARLE COUNTY,27073,60
PH,MN LAKE COUNTY,27075,58
VO,MN LAKE COUNTY,27075,-1
MR,MN LAKE COUNTY,27075,-1
All HUD,MN LAKE COUNTY,27075,-1
S236,MN LAKE COUNTY,27075,0
MF/Other,MN LAKE COUNTY,27075,0
S8 NC/SR,MN LAKE COUNTY,27075,81
PH,MN LAKE OF THE WOODS COUNTY,27077,19
VO,MN LAKE OF THE WOODS COUNTY,27077,-1
MR,MN LAKE OF THE WOODS COUNTY,27077,-1
All HUD,MN LAKE OF THE WOODS COUNTY,27077,-1
MF/Other,MN LAKE OF THE WOODS COUNTY,27077,0
S8 NC/SR,MN LAKE OF THE WOODS COUNTY,27077,32
S236,MN LAKE OF THE WOODS COUNTY,27077,0
PH,MN LE SUEUR COUNTY,27079,89
VO,MN LE SUEUR COUNTY,27079,-1
MR,MN LE SUEUR COUNTY,27079,-1
All HUD,MN LE SUEUR COUNTY,27079,-1
MF/Other,MN LE SUEUR COUNTY,27079,0
S8 NC/SR,MN LE SUEUR COUNTY,27079,141
S236,MN LE SUEUR COUNTY,27079,40
VO,MN LINCOLN COUNTY,27081,-1
PH,MN LINCOLN COUNTY,27081,45
MR,MN LINCOLN COUNTY,27081,-1
All HUD,MN LINCOLN COUNTY,27081,-1
S8 NC/SR,MN LINCOLN COUNTY,27081,46
S236,MN LINCOLN COUNTY,27081,0
MF/Other,MN LINCOLN COUNTY,27081,0
VO,MN LYON COUNTY,27083,-1
PH,MN LYON COUNTY,27083,245
MR,MN LYON COUNTY,27083,-1
All HUD,MN LYON COUNTY,27083,-1
S8 NC/SR,MN LYON COUNTY,27083,114
S236,MN LYON COUNTY,27083,66
MF/Other,MN LYON COUNTY,27083,59
VO,MN MCLEOD COUNTY,27085,-1
PH,MN MCLEOD COUNTY,27085,101
MR,MN MCLEOD COUNTY,27085,-1
All HUD,MN MCLEOD COUNTY,27085,-1
S8 NC/SR,MN MCLEOD COUNTY,27085,195
S236,MN MCLEOD COUNTY,27085,60
MF/Other,MN MCLEOD COUNTY,27085,39
VO,MN MAHNOMEN COUNTY,27087,-1
PH,MN MAHNOMEN COUNTY,27087,0
MR,MN MAHNOMEN COUNTY,27087,-1
All HUD,MN MAHNOMEN COUNTY,27087,-1
S8 NC/SR,MN MAHNOMEN COUNTY,27087,32
S236,MN MAHNOMEN COUNTY,27087,0
MF/Other,MN MAHNOMEN COUNTY,27087,0
VO,MN MARSHALL COUNTY,27089,-1
PH,MN MARSHALL COUNTY,27089,110
MR,MN MARSHALL COUNTY,27089,-1
All HUD,MN MARSHALL COUNTY,27089,-1
MF/Other,MN MARSHALL COUNTY,27089,0
S236,MN MARSHALL COUNTY,27089,0
S8 NC/SR,MN MARSHALL COUNTY,27089,50
VO,MN MARTIN COUNTY,27091,-1
PH,MN MARTIN COUNTY,27091,125
MR,MN MARTIN COUNTY,27091,-1
All HUD,MN MARTIN COUNTY,27091,-1
S8 NC/SR,MN MARTIN COUNTY,27091,147
S236,MN MARTIN COUNTY,27091,0
MF/Other,MN MARTIN COUNTY,27091,0
VO,MN MEEKER COUNTY,27093,-1
PH,MN MEEKER COUNTY,27093,86
MR,MN MEEKER COUNTY,27093,-1
All HUD,MN MEEKER COUNTY,27093,-1
S8 NC/SR,MN MEEKER COUNTY,27093,86
S236,MN MEEKER COUNTY,27093,0
MF/Other,MN MEEKER COUNTY,27093,72
PH,MN MILLE LACS COUNTY,27095,40
VO,MN MILLE LACS COUNTY,27095,-1
MR,MN MILLE LACS COUNTY,27095,-1
All HUD,MN MILLE LACS COUNTY,27095,-1
S8 NC/SR,MN MILLE LACS COUNTY,27095,193
S236,MN MILLE LACS COUNTY,27095,0
MF/Other,MN MILLE LACS COUNTY,27095,76
VO,MN MORRISON COUNTY,27097,-1
PH,MN MORRISON COUNTY,27097,100
MR,MN MORRISON COUNTY,27097,-1
All HUD,MN MORRISON COUNTY,27097,-1
S8 NC/SR,MN MORRISON COUNTY,27097,158
S236,MN MORRISON COUNTY,27097,0
MF/Other,MN MORRISON COUNTY,27097,168
VO,MN MOWER COUNTY,27099,-1
PH,MN MOWER COUNTY,27099,389
MR,MN MOWER COUNTY,27099,-1
All HUD,MN MOWER COUNTY,27099,-1
S236,MN MOWER COUNTY,27099,120
MF/Other,MN MOWER COUNTY,27099,24
S8 NC/SR,MN MOWER COUNTY,27099,201
VO,MN MURRAY COUNTY,27101,-1
PH,MN MURRAY COUNTY,27101,0
MR,MN MURRAY COUNTY,27101,-1
All HUD,MN MURRAY COUNTY,27101,-1
S236,MN MURRAY COUNTY,27101,0
MF/Other,MN MURRAY COUNTY,27101,0
S8 NC/SR,MN MURRAY COUNTY,27101,72
VO,MN NICOLLET COUNTY,27103,-1
PH,MN NICOLLET COUNTY,27103,144
MR,MN NICOLLET COUNTY,27103,-1
All HUD,MN NICOLLET COUNTY,27103,-1
S8 NC/SR,MN NICOLLET COUNTY,27103,99
S236,MN NICOLLET COUNTY,27103,0
MF/Other,MN NICOLLET COUNTY,27103,120
VO,MN NOBLES COUNTY,27105,-1
PH,MN NOBLES COUNTY,27105,136
MR,MN NOBLES COUNTY,27105,-1
All HUD,MN NOBLES COUNTY,27105,-1
S8 NC/SR,MN NOBLES COUNTY,27105,120
S236,MN NOBLES COUNTY,27105,0
MF/Other,MN NOBLES COUNTY,27105,60
VO,MN NORMAN COUNTY,27107,-1
PH,MN NORMAN COUNTY,27107,0
MR,MN NORMAN COUNTY,27107,-1
All HUD,MN NORMAN COUNTY,27107,-1
S8 NC/SR,MN NORMAN COUNTY,27107,68
S236,MN NORMAN COUNTY,27107,0
MF/Other,MN NORMAN COUNTY,27107,0
VO,MN OLMSTED COUNTY,27109,-1
PH,MN OLMSTED COUNTY,27109,110
MR,MN OLMSTED COUNTY,27109,-1
All HUD,MN OLMSTED COUNTY,27109,-1
MF/Other,MN OLMSTED COUNTY,27109,420
S236,MN OLMSTED COUNTY,27109,180
S8 NC/SR,MN OLMSTED COUNTY,27109,644
VO,MN OTTER TAIL COUNTY,27111,-1
PH,MN OTTER TAIL COUNTY,27111,136
MR,MN OTTER TAIL COUNTY,27111,-1
All HUD,MN OTTER TAIL COUNTY,27111,-1
S8 NC/SR,MN OTTER TAIL COUNTY,27111,290
S236,MN OTTER TAIL COUNTY,27111,41
MF/Other,MN OTTER TAIL COUNTY,27111,82
VO,MN PENNINGTON COUNTY,27113,-1
PH,MN PENNINGTON COUNTY,27113,76
MR,MN PENNINGTON COUNTY,27113,-1
All HUD,MN PENNINGTON COUNTY,27113,-1
S8 NC/SR,MN PENNINGTON COUNTY,27113,141
S236,MN PENNINGTON COUNTY,27113,0
MF/Other,MN PENNINGTON COUNTY,27113,0
VO,MN PINE COUNTY,27115,-1
PH,MN PINE COUNTY,27115,34
MR,MN PINE COUNTY,27115,-1
All HUD,MN PINE COUNTY,27115,-1
S8 NC/SR,MN PINE COUNTY,27115,174
S236,MN PINE COUNTY,27115,0
MF/Other,MN PINE COUNTY,27115,0
VO,MN PIPESTONE COUNTY,27117,-1
PH,MN PIPESTONE COUNTY,27117,102
MR,MN PIPESTONE COUNTY,27117,-1
All HUD,MN PIPESTONE COUNTY,27117,-1
S8 NC/SR,MN PIPESTONE COUNTY,27117,53
S236,MN PIPESTONE COUNTY,27117,0
MF/Other,MN PIPESTONE COUNTY,27117,0
VO,MN POLK COUNTY,27119,-1
PH,MN POLK COUNTY,27119,131
MR,MN POLK COUNTY,27119,-1
All HUD,MN POLK COUNTY,27119,-1
S236,MN POLK COUNTY,27119,60
MF/Other,MN POLK COUNTY,27119,0
S8 NC/SR,MN POLK COUNTY,27119,132
VO,MN POPE COUNTY,27121,-1
PH,MN POPE COUNTY,27121,30
MR,MN POPE COUNTY,27121,-1
All HUD,MN POPE COUNTY,27121,-1
S236,MN POPE COUNTY,27121,0
MF/Other,MN POPE COUNTY,27121,0
